Series Name,Series Code,Country Name,Country Code,2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,North Macedonia,MKD,0.232370004,0.228249997,0.193729997,0.170929998,0.223580003,0.196789995,0.216340005,0.222760007,0.326759994,0.438939989,0.516460001,0.44411999,0.435849994,0.354389995,0.363669991,0.367830008,0.372640014,0.377189994,0.383729994,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Madagascar,MDG,0.192599997,0.150959998,0.141190007,0.120909996,0.117640004,0.130539998,0.099030003,0.090669997,..,..,0.01321,..,0.01264,0.01275,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Malawi,MWI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Malaysia,MYS,0.599900007,..,0.611060023,..,0.78846997,1.010010004,1.036080003,1.033419967,1.092689991,..,1.26275003,1.279450059,1.415169954,..,1.040259957,..,0.950879991,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Maldives,MDV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Mali,MLI,..,..,..,0.218549997,..,..,0.583599985,..,..,..,..,0.314619988,..,0.291979998,..,0.157680005,..,0.17385,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Malta,MLT,0.48822999,0.528930008,0.578440011,0.54539001,0.526669979,0.507399976,0.587409973,0.665059984,0.804319978,0.743359983,0.691789985,0.715149999,0.556890011,0.55211997,0.576089978,0.56427002,0.654410005,0.66602999,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Mauritania,MRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.01019,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Mauritius,MUS,0.368180007,0.360529989,..,..,..,..,..,..,0.177729994,..,..,..,..,0.354229987,0.333869994,0.35699001,0.403239995,0.368090004,0.309009999,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Mexico,MEX,0.38815999,0.398440003,0.369219989,0.398330003,0.443870008,0.47953999,0.49485001,0.471289992,0.420960009,0.425029993,0.435299993,0.429430008,0.387780011,0.328319997,0.306430012,0.283939987,0.300029993,0.282429993,0.268550009,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Moldova,MDA,0.349029988,0.398649991,0.406219989,0.545570016,0.534630001,0.525569975,0.36649999,0.337639987,0.349070013,0.297829986,0.314630002,0.30735001,0.280039996,0.257889986,0.256260008,0.241449997,0.23511,0.231539994,0.231220007,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Monaco,MCO,0.037190001,0.038210001,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Mongolia,MNG,0.267769992,0.237760007,0.191210002,0.23827,0.336670011,0.304780006,0.244379997,0.230540007,0.239130005,0.232460007,0.223399997,0.156399995,0.183449998,0.134200007,0.101609997,0.092699997,0.13301,0.100079998,0.085210003,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Montenegro,MNE,1.018740058,0.924430013,1.229910016,1.145210028,..,..,..,0.314850003,..,0.374309987,0.363200009,0.374000013,0.324539989,0.34898001,0.503740013,0.363279998,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Morocco,MAR,..,..,0.549870014,..,..,..,0.660359979,..,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Mozambique,MOZ,..,..,0.412129998,..,0.140009999,..,0.386350006,..,..,..,..,0.313120008,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Myanmar,MMR,..,..,..,..,..,..,..,..,..,..,..,..,..,0.034839999,0.063539997,0.089259997,0.148969993,0.145060003,0.03994,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Namibia,NAM,..,..,..,..,..,..,0.139630005,..,..,..,0.349860013,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Nepal,NPL,..,..,..,..,0.054389998,0.259240001,0.30219999,..,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Netherlands,NLD,1.789010048,1.773880005,1.740669966,1.670300007,1.622689962,1.665699959,1.704040051,1.881309986,1.916270018,2.15605998,2.173300028,2.14605999,2.150810003,2.178570032,2.138799906,2.184350014,2.321820021,2.308860064,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,New Zealand,NZL,..,1.120429993,..,1.15763998,..,1.252140045,..,1.232249975,..,1.15339005,..,1.228170037,..,1.349120021,..,1.406409979,..,1.454749942,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Nicaragua,NIC,..,..,..,..,..,..,..,0.083439998,0.104489997,0.102839999,0.08935,0.107419997,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Niger,NER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Nigeria,NGA,..,..,..,0.132229999,..,..,..,..,..,..,..,..,..,..,..,0.284440011,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Norway,NOR,1.53974998,1.477149963,1.449720025,1.557940006,1.545560002,1.716779947,1.641199946,1.617140055,1.610530019,1.642160058,1.703690052,1.923499942,2.032870054,2.081670046,2.03482008,2.135999918,2.24435997,1.937980056,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Oman,OMN,..,..,..,..,..,..,..,0.119620003,0.182809994,0.148540005,0.185880005,0.218659997,0.226909995,0.199249998,0.190310001,0.272549987,0.315990001,0.289779991,0.275059998,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Pakistan,PAK,..,0.398490012,..,0.632499993,..,0.448060006,..,0.329169989,..,0.292849988,..,0.24605,..,0.212139994,..,0.17475,..,0.164430007,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Panama,PAN,0.226459995,0.231830001,0.235369995,0.181720003,0.190650001,0.132100001,0.144529998,0.173040003,0.075340003,0.062059999,0.122950003,0.107450001,0.132400006,0.135299996,0.133589998,0.136240005,0.232350007,0.176880002,0.182429999,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Papua New Guinea,PNG,..,..,..,..,..,..,..,..,..,..,..,..,0.031580001,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Paraguay,PRY,0.060660001,0.060910001,..,..,0.041129999,..,..,0.042160001,0.065169998,0.071630001,0.079010002,0.09674,0.116760001,0.148880005,0.146840006,0.137510002,0.156969994,0.143979996,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Peru,PER,0.155780002,..,..,..,..,..,..,0.082819998,0.055300001,0.081739999,0.108050004,0.117020003,0.120080002,0.120849997,0.126829997,0.156959996,0.171829998,0.139149994,0.164350003,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Philippines,PHL,..,0.106919996,..,0.104979999,..,0.109010004,..,0.112219997,..,0.132070005,..,0.156829998,..,..,0.322219998,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Poland,POL,0.55250001,0.562780023,0.551020026,0.561930001,0.599439979,0.661059976,0.726189971,0.752210021,0.889970005,0.884829998,0.950760007,1.004230022,0.968209982,1.037850022,1.206099987,1.323349953,1.386080027,1.435850024,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Portugal,PRT,0.729300022,0.757550001,0.954479992,1.124169946,1.443349957,1.580010056,1.535290003,1.457409978,1.378610015,1.324679971,1.289919972,1.243299961,1.280750036,1.319280028,1.349550009,1.395619988,1.613919973,1.680719972,1.727830052,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Puerto Rico,PRI,..,..,..,..,..,0.451310009,..,..,..,0.43858999,..,0.428829998,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Qatar,QAT,..,..,..,..,..,..,..,..,0.478599995,..,..,0.518830001,..,..,0.531289995,..,..,0.680779994,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Romania,ROU,0.389420003,0.412620008,0.456820011,0.511479974,0.552150011,0.443949997,0.446660012,0.474590003,0.462399989,0.390240014,0.382079989,0.487960011,0.48864001,0.506929994,0.497289985,0.47615999,0.465380013,0.473019987,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Russian Federation,RUS,1.151329994,1.067970037,1.072939992,1.116109967,1.044350028,1.251919985,1.130200028,1.015450001,1.027660012,1.027320027,1.072409987,1.100849986,1.102380037,1.109670043,0.990019977,1.03531003,1.090989947,0.961969972,0.935840011,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Rwanda,RWA,..,..,..,..,..,..,..,..,..,..,..,..,0.649439991,..,..,0.758729994,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Samoa,WSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Saudi Arabia,SAU,0.053149998,0.042300001,0.04245,0.04521,0.04902,0.073380001,0.884000003,0.890680015,0.869899988,0.807359993,..,..,..,..,..,..,0.498019993,0.445499986,0.463349998,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Senegal,SEN,..,..,..,..,0.293740004,..,0.434300005,..,..,..,..,0.577199996,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Serbia,SRB,0.289530009,0.395300001,0.439850003,0.578769982,0.669659972,0.817300022,0.702279985,0.683340013,0.853160024,0.683669984,0.723089993,0.810899973,0.83822,0.872380018,0.918910027,0.886669993,0.905579984,0.994090021,0.967100024,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Seychelles,SYC,0.32574001,0.283930004,..,..,..,..,..,..,..,..,..,..,0.216849998,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Sierra Leone,SLE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Singapore,SGP,2.078589916,2.148060083,2.116559982,2.319859982,2.596740007,2.127899885,1.929180026,2.069550037,1.918329954,1.921040058,2.082279921,2.174449921,2.07291007,1.899049997,1.809579968,1.885059953,2.163049936,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Slovak Republic,SVK,0.500689983,0.493319988,0.47488001,0.447459996,0.461369991,0.472719997,0.605499983,0.652549982,0.794610023,0.820050001,0.876999974,1.157269955,0.788569987,0.884559989,0.83555001,0.822409987,0.897809982,0.915390015,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Slovenia,SVN,1.37026,1.417780042,1.537050009,1.427029967,1.626729965,1.811840057,2.05133009,2.412970066,2.560610056,2.564870119,2.365479946,2.195650101,2.007639885,1.865300059,1.945940018,2.041280031,2.142659903,2.130880117,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,South Africa,ZAF,0.726809978,0.770240009,0.80290997,0.793640018,0.805670023,0.749930024,0.662840009,0.66753,0.669340014,0.663299978,0.709869981,0.731469989,0.749920011,0.762570024,0.687730014,0.614300013,0.603600025,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Spain,ESP,1.040889978,1.099560022,1.177019954,1.240530014,1.325000048,1.363639951,1.35995996,1.333410025,1.298760056,1.27481997,1.241590023,1.221789956,1.189859986,1.209769964,1.241510034,1.250249982,1.410390019,1.429290056,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Sri Lanka,LKA,0.182099998,..,0.174199998,..,0.114440002,..,0.132410005,..,..,0.0973,0.096050002,0.102909997,0.120339997,0.118179999,0.119489998,..,0.115970001,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Sudan,SDN,0.238250002,0.224999994,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Suriname,SUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Eswatini,SWZ,..,..,..,..,..,..,..,..,..,..,..,0.267540008,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Sweden,SWE,3.361289978,3.35958004,3.474999905,3.233829975,3.469990015,3.395279884,3.167890072,3.187020063,3.230249882,3.260420084,3.101840019,3.219029903,3.247359991,3.362790108,3.321059942,3.387579918,3.489599943,3.417429924,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Switzerland,CHE,2.608180046,..,..,..,2.652960062,..,..,..,2.874569893,..,..,3.078320026,..,3.076980114,..,3.196799994,..,3.359179974,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,0.01942,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Tajikistan,TJK,0.066969998,0.095700003,0.107320003,0.067780003,0.06983,0.085770003,0.089139998,0.121480003,0.114320002,0.11851,0.116240002,0.103399999,0.106219999,0.109569997,0.094010003,0.093670003,0.08969,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Tanzania,TZA,..,..,..,0.334619999,..,..,0.373070002,..,..,0.514559984,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Thailand,THA,0.238279998,0.218889996,0.232710004,0.200800002,0.203309998,0.234549999,..,0.36146,..,0.44163999,0.479880005,0.61609,0.778289974,1.001659989,1.113739967,1.143169999,1.328189969,1.209720016,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Timor-Leste,TLS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Togo,TGO,..,..,..,..,..,..,0.172749996,..,0.164279997,..,0.196140006,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Tonga,TON,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Trinidad and Tobago,TTO,0.114409998,0.114309996,0.072329998,0.059220001,0.030719999,0.056650002,0.047710001,0.040240001,0.041590001,0.054110002,0.076530002,0.080480002,0.087090001,0.086060002,0.082220003,0.059409998,0.064340003,0.053819999,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Tunisia,TUN,0.730949998,0.711950004,0.677290022,0.665400028,0.639330029,0.706439972,0.658060014,0.674579978,0.649370015,0.637000024,0.619880021,0.59412998,0.565389991,0.699540019,0.716449976,0.746580005,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Turkiye,TUR,0.497130007,0.563809991,0.552919984,0.686160028,0.687409997,0.803619981,0.793690026,0.793929994,0.825950027,0.812059999,0.856400013,0.876890004,1.119789958,1.176319957,1.27173996,1.321460009,1.367570043,1.403519988,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Uganda,UGA,0.260560006,0.21514,0.300330013,0.388209999,0.326319993,0.255470008,0.359899998,..,..,..,0.142649993,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Ukraine,UKR,1.04392004,0.995180011,0.914030015,0.818690002,0.809909999,0.82595998,0.802789986,0.710900009,0.723630011,0.73299998,0.650340021,0.614769995,0.483390003,0.448790014,0.471130013,0.433840007,0.403180003,0.376899987,0.326959997,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,United Arab Emirates,ARE,..,..,..,..,..,..,..,0.486220002,..,..,0.675230026,0.865700006,0.931800008,..,1.263890028,1.310649991,1.488309979,1.495249987,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,United Kingdom,GBR,1.529979944,1.549049973,1.575399995,1.617089987,1.607859969,1.666599989,1.63496995,1.645210028,1.576310039,1.620110035,2.264499903,2.270270109,2.311450005,2.323199987,2.704819918,2.665519953,2.931440115,2.914760113,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,United States,USA,2.486860037,2.501929998,2.545449972,2.615159988,2.744810104,2.791820049,2.714449883,2.738029957,2.672840118,2.702150106,2.717859983,2.786999941,2.853499889,2.904320002,3.010099888,3.170490026,3.4677701,3.457050085,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Uruguay,URY,..,0.460310012,0.363849998,0.42159,0.374410003,0.402390003,0.32881999,0.329620004,0.308079988,0.291180015,0.317070007,0.351090014,0.37391001,0.440519989,0.50594002,0.426670015,0.446619987,0.420349985,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Uzbekistan,UZB,0.270410001,0.237409994,0.223949999,0.217209995,0.193540007,0.203150004,0.154300004,0.148770005,0.15512,0.155000001,0.153349996,0.164969996,0.17238,0.148340002,0.123939998,0.113059998,0.138500005,0.131600007,0.160219997,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Vanuatu,VUT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,"Venezuela, RB",VEN,..,0.189070001,0.317420006,0.201100007,0.238030002,0.240140006,0.188229993,0.152960002,0.250099987,0.318529993,0.33713001,0.439999998,0.689999998,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Viet Nam,VNM,..,..,..,..,..,..,..,0.149550006,..,0.299320012,..,0.356290013,..,0.418949991,..,0.41652,..,0.425330013,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Virgin Islands (U.S.),VIR,0.03424,0.02936,0.03122,0.027170001,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
